RPT_TREATMENT_ID,ORGAN_ID,CLASS1,CLASS2,CLASS3,DISP_NAME,LOCAL_DISP_NAME,SINGULAR,LOCAL_SINGULAR
28943,14,2,0,0,Type,Phân loại,Type,Phân loại
28944,14,2,1,0,TTS,TTS,TTS,TTS
28945,14,2,2,0,OTSC,OTSC,OTSC,OTSC
28946,14,3,0,0,Number:,Số:,Number:,Số:
28947,14,3,1,0,[Free_Text],[Free_Text],$,$
28948,14,4,0,0,Result,Kết quả,Result,Kết quả
28949,14,4,1,0,Success,Thành công,Success,Thành công
28950,14,4,2,0,Failure,Thất bại,Failure,Thất bại
28951,16,0,0,0,Clipping,Kẹp,Clipping,Kẹp
28952,16,2,0,0,Type,Phân loại,Type,Phân loại
28953,16,2,1,0,TTS,TTS,TTS,TTS
28954,16,2,2,0,OTSC,OTSC,OTSC,OTSC
28955,16,3,0,0,Number:,Số:,Number:,Số:
28956,16,3,1,0,[Free_Text],[Free_Text],$,$
28957,16,4,0,0,Result,Kết quả,Result,Kết quả
28958,16,4,1,0,Success,Thành công,Success,Thành công
28959,16,4,2,0,Failure,Thất bại,Failure,Thất bại
28960,14,0,0,0,Clipping,Kẹp,Clipping,Kẹp
28961,14,2,0,0,Type,Phân loại,Type,Phân loại
28962,14,2,1,0,TTS,TTS,TTS,TTS
28963,14,2,2,0,OTSC,OTSC,OTSC,OTSC
28964,14,3,0,0,Number:,Số:,Number:,Số:
28965,14,3,1,0,[Free_Text],[Free_Text],$,$
28966,14,4,0,0,Result,Kết quả,Result,Kết quả
28967,14,4,1,0,Success,Thành công,Success,Thành công
28968,14,4,2,0,Failure,Thất bại,Failure,Thất bại
28969,14,0,0,0,Clipping,Kẹp,Clipping,Kẹp
28970,14,2,0,0,Type,Phân loại,Type,Phân loại
28971,14,2,1,0,TTS,TTS,TTS,TTS
28972,14,2,2,0,OTSC,OTSC,OTSC,OTSC
28973,14,3,0,0,Number:,Số:,Number:,Số:
28974,14,3,1,0,[Free_Text],[Free_Text],$,$
28975,14,4,0,0,Result,Kết quả,Result,Kết quả
28976,14,4,1,0,Success,Thành công,Success,Thành công
28977,14,4,2,0,Failure,Thất bại,Failure,Thất bại
28978,16,0,0,0,Clipping,Kẹp,Clipping,Kẹp
28979,16,2,0,0,Type,Phân loại,Type,Phân loại
28980,16,2,1,0,TTS,TTS,TTS,TTS
28981,16,2,2,0,OTSC,OTSC,OTSC,OTSC
28982,16,3,0,0,Number:,Số:,Number:,Số:
28983,16,3,1,0,[Free_Text],[Free_Text],$,$
28984,16,4,0,0,Result,Kết quả,Result,Kết quả
28985,16,4,1,0,Success,Thành công,Success,Thành công
28986,16,4,2,0,Failure,Thất bại,Failure,Thất bại
28987,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
28988,1019,2,0,0,Type,Phân loại,Type,Phân loại
28989,1019,2,1,0,TTS,TTS,TTS,TTS
28990,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
28991,1019,3,0,0,Number:,Số:,Number:,Số:
28992,1019,3,1,0,[Free_Text],[Free_Text],$,$
28993,1019,4,0,0,Result,Kết quả,Result,Kết quả
28994,1019,4,1,0,Success,Thành công,Success,Thành công
28995,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
28996,1020,0,0,0,Clipping,Kẹp,Clipping,Kẹp
28997,1020,2,0,0,Type,Phân loại,Type,Phân loại
28998,1020,2,1,0,TTS,TTS,TTS,TTS
28999,1020,2,2,0,OTSC,OTSC,OTSC,OTSC
29000,1020,3,0,0,Number:,Số:,Number:,Số:
29001,1020,3,1,0,[Free_Text],[Free_Text],$,$
29002,1020,4,0,0,Result,Kết quả,Result,Kết quả
29003,1020,4,1,0,Success,Thành công,Success,Thành công
29004,1020,4,2,0,Failure,Thất bại,Failure,Thất bại
29005,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29006,1019,2,0,0,Type,Phân loại,Type,Phân loại
29007,1019,2,1,0,TTS,TTS,TTS,TTS
29008,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29009,1019,3,0,0,Number:,Số:,Number:,Số:
29010,1019,3,1,0,[Free_Text],[Free_Text],$,$
29011,1019,4,0,0,Result,Kết quả,Result,Kết quả
29012,1019,4,1,0,Success,Thành công,Success,Thành công
29013,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29014,1020,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29015,1020,2,0,0,Type,Phân loại,Type,Phân loại
29016,1020,2,1,0,TTS,TTS,TTS,TTS
29017,1020,2,2,0,OTSC,OTSC,OTSC,OTSC
29018,1020,3,0,0,Number:,Số:,Number:,Số:
29019,1020,3,1,0,[Free_Text],[Free_Text],$,$
29020,1020,4,0,0,Result,Kết quả,Result,Kết quả
29021,1020,4,1,0,Success,Thành công,Success,Thành công
29022,1020,4,2,0,Failure,Thất bại,Failure,Thất bại
29023,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29024,1019,2,0,0,Type,Phân loại,Type,Phân loại
29025,1019,2,1,0,TTS,TTS,TTS,TTS
29026,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29027,1019,3,0,0,Number:,Số:,Number:,Số:
29028,1019,3,1,0,[Free_Text],[Free_Text],$,$
29029,1019,4,0,0,Result,Kết quả,Result,Kết quả
29030,1019,4,1,0,Success,Thành công,Success,Thành công
29031,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29032,1020,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29033,1020,2,0,0,Type,Phân loại,Type,Phân loại
29034,1020,2,1,0,TTS,TTS,TTS,TTS
29035,1020,2,2,0,OTSC,OTSC,OTSC,OTSC
29036,1020,3,0,0,Number:,Số:,Number:,Số:
29037,1020,3,1,0,[Free_Text],[Free_Text],$,$
29038,1020,4,0,0,Result,Kết quả,Result,Kết quả
29039,1020,4,1,0,Success,Thành công,Success,Thành công
29040,1020,4,2,0,Failure,Thất bại,Failure,Thất bại
29041,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29042,1019,2,0,0,Type,Phân loại,Type,Phân loại
29043,1019,2,1,0,TTS,TTS,TTS,TTS
29044,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29045,1019,3,0,0,Number:,Số:,Number:,Số:
29046,1019,3,1,0,[Free_Text],[Free_Text],$,$
29047,1019,4,0,0,Result,Kết quả,Result,Kết quả
29048,1019,4,1,0,Success,Thành công,Success,Thành công
29049,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29050,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29051,1019,2,0,0,Type,Phân loại,Type,Phân loại
29052,1019,2,1,0,TTS,TTS,TTS,TTS
29053,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29054,1019,3,0,0,Number:,Số:,Number:,Số:
29055,1019,3,1,0,[Free_Text],[Free_Text],$,$
29056,1019,4,0,0,Result,Kết quả,Result,Kết quả
29057,1019,4,1,0,Success,Thành công,Success,Thành công
29058,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29059,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29060,1019,2,0,0,Type,Phân loại,Type,Phân loại
29061,1019,2,1,0,TTS,TTS,TTS,TTS
29062,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29063,1019,3,0,0,Number:,Số:,Number:,Số:
29064,1019,3,1,0,[Free_Text],[Free_Text],$,$
29065,1019,4,0,0,Result,Kết quả,Result,Kết quả
29066,1019,4,1,0,Success,Thành công,Success,Thành công
29067,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29068,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29069,1019,2,0,0,Type,Phân loại,Type,Phân loại
29070,1019,2,1,0,TTS,TTS,TTS,TTS
29071,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29072,1019,3,0,0,Number:,Số:,Number:,Số:
29073,1019,3,1,0,[Free_Text],[Free_Text],$,$
29074,1019,4,0,0,Result,Kết quả,Result,Kết quả
29075,1019,4,1,0,Success,Thành công,Success,Thành công
29076,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29077,1020,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29078,1020,2,0,0,Type,Phân loại,Type,Phân loại
29079,1020,2,1,0,TTS,TTS,TTS,TTS
29080,1020,2,2,0,OTSC,OTSC,OTSC,OTSC
29081,1020,3,0,0,Number:,Số:,Number:,Số:
29082,1020,3,1,0,[Free_Text],[Free_Text],$,$
29083,1020,4,0,0,Result,Kết quả,Result,Kết quả
29084,1020,4,1,0,Success,Thành công,Success,Thành công
29085,1020,4,2,0,Failure,Thất bại,Failure,Thất bại
29086,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29087,1019,2,0,0,Type,Phân loại,Type,Phân loại
29088,1019,2,1,0,TTS,TTS,TTS,TTS
29089,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29090,1019,3,0,0,Number:,Số:,Number:,Số:
29091,1019,3,1,0,[Free_Text],[Free_Text],$,$
29092,1019,4,0,0,Result,Kết quả,Result,Kết quả
29093,1019,4,1,0,Success,Thành công,Success,Thành công
29094,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29095,1020,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29096,1020,2,0,0,Type,Phân loại,Type,Phân loại
29097,1020,2,1,0,TTS,TTS,TTS,TTS
29098,1020,2,2,0,OTSC,OTSC,OTSC,OTSC
29099,1020,3,0,0,Number:,Số:,Number:,Số:
29100,1020,3,1,0,[Free_Text],[Free_Text],$,$
29101,1020,4,0,0,Result,Kết quả,Result,Kết quả
29102,1020,4,1,0,Success,Thành công,Success,Thành công
29103,1020,4,2,0,Failure,Thất bại,Failure,Thất bại
29104,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29105,1019,2,0,0,Type,Phân loại,Type,Phân loại
29106,1019,2,1,0,TTS,TTS,TTS,TTS
29107,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29108,1019,3,0,0,Number:,Số:,Number:,Số:
29109,1019,3,1,0,[Free_Text],[Free_Text],$,$
29110,1019,4,0,0,Result,Kết quả,Result,Kết quả
29111,1019,4,1,0,Success,Thành công,Success,Thành công
29112,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29113,1020,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29114,1020,2,0,0,Type,Phân loại,Type,Phân loại
29115,1020,2,1,0,TTS,TTS,TTS,TTS
29116,1020,2,2,0,OTSC,OTSC,OTSC,OTSC
29117,1020,3,0,0,Number:,Số:,Number:,Số:
29118,1020,3,1,0,[Free_Text],[Free_Text],$,$
29119,1020,4,0,0,Result,Kết quả,Result,Kết quả
29120,1020,4,1,0,Success,Thành công,Success,Thành công
29121,1020,4,2,0,Failure,Thất bại,Failure,Thất bại
29122,1019,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29123,1019,2,0,0,Type,Phân loại,Type,Phân loại
29124,1019,2,1,0,TTS,TTS,TTS,TTS
29125,1019,2,2,0,OTSC,OTSC,OTSC,OTSC
29126,1019,3,0,0,Number:,Số:,Number:,Số:
29127,1019,3,1,0,[Free_Text],[Free_Text],$,$
29128,1019,4,0,0,Result,Kết quả,Result,Kết quả
29129,1019,4,1,0,Success,Thành công,Success,Thành công
29130,1019,4,2,0,Failure,Thất bại,Failure,Thất bại
29131,1020,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29132,1020,2,0,0,Type,Phân loại,Type,Phân loại
29133,1020,2,1,0,TTS,TTS,TTS,TTS
29134,1020,2,2,0,OTSC,OTSC,OTSC,OTSC
29135,1020,3,0,0,Number:,Số:,Number:,Số:
29136,1020,3,1,0,[Free_Text],[Free_Text],$,$
29137,1020,4,0,0,Result,Kết quả,Result,Kết quả
29138,1020,4,1,0,Success,Thành công,Success,Thành công
29139,1020,4,2,0,Failure,Thất bại,Failure,Thất bại
29140,14,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29141,14,2,0,0,Type,Phân loại,Type,Phân loại
29142,14,2,1,0,TTS,TTS,TTS,TTS
29143,14,2,2,0,OTSC,OTSC,OTSC,OTSC
29144,14,3,0,0,Number:,Số:,Number:,Số:
29145,14,3,1,0,[Free_Text],[Free_Text],$,$
29146,14,4,0,0,Result,Kết quả,Result,Kết quả
29147,14,4,1,0,Success,Thành công,Success,Thành công
29148,14,4,2,0,Failure,Thất bại,Failure,Thất bại
29149,15,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29150,15,2,0,0,Type,Phân loại,Type,Phân loại
29151,15,2,1,0,TTS,TTS,TTS,TTS
29152,15,2,2,0,OTSC,OTSC,OTSC,OTSC
29153,15,3,0,0,Number:,Số:,Number:,Số:
29154,15,3,1,0,[Free_Text],[Free_Text],$,$
29155,15,4,0,0,Result,Kết quả,Result,Kết quả
29156,15,4,1,0,Success,Thành công,Success,Thành công
29157,15,4,2,0,Failure,Thất bại,Failure,Thất bại
29158,16,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29159,16,2,0,0,Type,Phân loại,Type,Phân loại
29160,16,2,1,0,TTS,TTS,TTS,TTS
29161,16,2,2,0,OTSC,OTSC,OTSC,OTSC
29162,16,3,0,0,Number:,Số:,Number:,Số:
29163,16,3,1,0,[Free_Text],[Free_Text],$,$
29164,16,4,0,0,Result,Kết quả,Result,Kết quả
29165,16,4,1,0,Success,Thành công,Success,Thành công
29166,16,4,2,0,Failure,Thất bại,Failure,Thất bại
29167,17,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29168,17,2,0,0,Type,Phân loại,Type,Phân loại
29169,17,2,1,0,TTS,TTS,TTS,TTS
29170,17,2,2,0,OTSC,OTSC,OTSC,OTSC
29171,17,3,0,0,Number:,Số:,Number:,Số:
29172,17,3,1,0,[Free_Text],[Free_Text],$,$
29173,17,4,0,0,Result,Kết quả,Result,Kết quả
29174,17,4,1,0,Success,Thành công,Success,Thành công
29175,17,4,2,0,Failure,Thất bại,Failure,Thất bại
29176,14,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29177,14,2,0,0,Type,Phân loại,Type,Phân loại
29178,14,2,1,0,TTS,TTS,TTS,TTS
29179,14,2,2,0,OTSC,OTSC,OTSC,OTSC
29180,14,3,0,0,Number:,Số:,Number:,Số:
29181,14,3,1,0,[Free_Text],[Free_Text],$,$
29182,14,4,0,0,Result,Kết quả,Result,Kết quả
29183,14,4,1,0,Success,Thành công,Success,Thành công
29184,14,4,2,0,Failure,Thất bại,Failure,Thất bại
29185,15,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29186,15,2,0,0,Type,Phân loại,Type,Phân loại
29187,15,2,1,0,TTS,TTS,TTS,TTS
29188,15,2,2,0,OTSC,OTSC,OTSC,OTSC
29189,15,3,0,0,Number:,Số:,Number:,Số:
29190,15,3,1,0,[Free_Text],[Free_Text],$,$
29191,15,4,0,0,Result,Kết quả,Result,Kết quả
29192,15,4,1,0,Success,Thành công,Success,Thành công
29193,15,4,2,0,Failure,Thất bại,Failure,Thất bại
29194,16,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29195,16,2,0,0,Type,Phân loại,Type,Phân loại
29196,16,2,1,0,TTS,TTS,TTS,TTS
29197,16,2,2,0,OTSC,OTSC,OTSC,OTSC
29198,16,3,0,0,Number:,Số:,Number:,Số:
29199,16,3,1,0,[Free_Text],[Free_Text],$,$
29200,16,4,0,0,Result,Kết quả,Result,Kết quả
29201,16,4,1,0,Success,Thành công,Success,Thành công
29202,16,4,2,0,Failure,Thất bại,Failure,Thất bại
29203,17,0,0,0,Clipping,Kẹp,Clipping,Kẹp
29204,17,2,0,0,Type,Phân loại,Type,Phân loại
29205,17,2,1,0,TTS,TTS,TTS,TTS
29206,17,2,2,0,OTSC,OTSC,OTSC,OTSC
29207,17,3,0,0,Number:,Số:,Number:,Số:
29208,17,3,1,0,[Free_Text],[Free_Text],$,$
29209,17,4,0,0,Result,Kết quả,Result,Kết quả
29210,17,4,1,0,Success,Thành công,Success,Thành công
29211,17,4,2,0,Failure,Thất bại,Failure,Thất bại
29212,14,0,0,0,Banding,Băng ,Banding,Băng 
29213,14,2,0,0,Number of band,Số lượng băng,Number of band,Số lượng băng
29214,14,2,1,0,[Free_Text],[Free_Text],$,$
29215,14,3,0,0,Result,Kết quả,Result,Kết quả
29216,14,3,1,0,Success,Thành công,Success,Thành công
29217,14,3,2,0,Failure,Thất bại,Failure,Thất bại
29218,15,0,0,0,Banding,Băng ,Banding,Băng 
29219,15,2,0,0,Number of band,Số lượng băng,Number of band,Số lượng băng
29220,15,2,1,0,[Free_Text],[Free_Text],$,$
29221,15,3,0,0,Result,Kết quả,Result,Kết quả
29222,15,3,1,0,Success,Thành công,Success,Thành công
29223,15,3,2,0,Failure,Thất bại,Failure,Thất bại
29224,16,0,0,0,Banding,Băng ,Banding,Băng 
29225,16,2,0,0,Number of band,Số lượng băng,Number of band,Số lượng băng
29226,16,2,1,0,[Free_Text],[Free_Text],$,$
29227,16,3,0,0,Result,Kết quả,Result,Kết quả
29228,16,3,1,0,Success,Thành công,Success,Thành công
29229,16,3,2,0,Failure,Thất bại,Failure,Thất bại
29230,17,0,0,0,Banding,Băng ,Banding,Băng 
29231,17,2,0,0,Number of band,Số lượng băng,Number of band,Số lượng băng
29232,17,2,1,0,[Free_Text],[Free_Text],$,$
29233,17,3,0,0,Result,Kết quả,Result,Kết quả
29234,17,3,1,0,Success,Thành công,Success,Thành công
29235,17,3,2,0,Failure,Thất bại,Failure,Thất bại
29236,1019,0,0,0,Banding,Băng ,Banding,Băng 
29237,1019,2,0,0,Number of band,Số lượng băng,Number of band,Số lượng băng
29238,1019,2,1,0,[Free_Text],[Free_Text],$,$
29239,1019,3,0,0,Result,Kết quả,Result,Kết quả
29240,1019,3,1,0,Success,Thành công,Success,Thành công
29241,1019,3,2,0,Failure,Thất bại,Failure,Thất bại
29242,1020,0,0,0,Banding,Băng ,Banding,Băng 
29243,1020,2,0,0,Number of band,Số lượng băng,Number of band,Số lượng băng
29244,1020,2,1,0,[Free_Text],[Free_Text],$,$
29245,1020,3,0,0,Result,Kết quả,Result,Kết quả
29246,1020,3,1,0,Success,Thành công,Success,Thành công
29247,1020,3,2,0,Failure,Thất bại,Failure,Thất bại
29248,1019,0,0,0,Sampling,Lấy mẫu,Sampling,Lấy mẫu
29249,1019,2,0,0,Type,Phân loại,Type,Phân loại
29250,1019,2,1,0,Biopsy,Sinh thiết,Biopsy,Sinh thiết
29251,1019,2,2,0,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh
29252,1019,2,3,0,complete piecemeal removal ,Hoàn thành loại bỏ từng phần,complete piecemeal removal ,Hoàn thành loại bỏ từng phần
29253,1019,2,4,0,En-bloc removal,loại bỏ en-bloc,En-bloc removal,loại bỏ en-bloc
29254,1019,3,0,0,Number of sampling,Số lần lấy mẫu,Number of sampling,Số lần lấy mẫu
29255,1019,3,1,0,[Free_Text],[Free_Text],$,$
29256,1020,0,0,0,Sampling,Lấy mẫu,Sampling,Lấy mẫu
29257,1020,2,0,0,Type,Phân loại,Type,Phân loại
29258,1020,2,1,0,Biopsy,Sinh thiết,Biopsy,Sinh thiết
29259,1020,2,2,0,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh
29260,1020,2,3,0,complete piecemeal removal ,Hoàn thành loại bỏ từng phần,complete piecemeal removal ,Hoàn thành loại bỏ từng phần
29261,1020,2,4,0,En-bloc removal,loại bỏ en-bloc,En-bloc removal,loại bỏ en-bloc
29262,1020,3,0,0,Number of sampling,Số lần lấy mẫu,Number of sampling,Số lần lấy mẫu
29263,1020,3,1,0,[Free_Text],[Free_Text],$,$
29264,14,0,0,0,Sampling,Lấy mẫu,Sampling,Lấy mẫu
29265,14,2,0,0,Type,Phân loại,Type,Phân loại
29266,14,2,1,0,Biopsy,Sinh thiết,Biopsy,Sinh thiết
29267,14,2,2,0,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh
29268,14,2,3,0,complete piecemeal removal ,Hoàn thành loại bỏ từng phần,complete piecemeal removal ,Hoàn thành loại bỏ từng phần
29269,14,2,4,0,En-bloc removal,loại bỏ en-bloc,En-bloc removal,loại bỏ en-bloc
29270,14,3,0,0,Number of sampling,Số lần lấy mẫu,Number of sampling,Số lần lấy mẫu
29271,14,3,1,0,[Free_Text],[Free_Text],$,$
29272,15,0,0,0,Sampling,Lấy mẫu,Sampling,Lấy mẫu
29273,15,2,0,0,Type,Phân loại,Type,Phân loại
29274,15,2,1,0,Biopsy,Sinh thiết,Biopsy,Sinh thiết
29275,15,2,2,0,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh
29276,15,2,3,0,complete piecemeal removal ,Hoàn thành loại bỏ từng phần,complete piecemeal removal ,Hoàn thành loại bỏ từng phần
29277,15,2,4,0,En-bloc removal,loại bỏ en-bloc,En-bloc removal,loại bỏ en-bloc
29278,15,3,0,0,Number of sampling,Số lần lấy mẫu,Number of sampling,Số lần lấy mẫu
29279,15,3,1,0,[Free_Text],[Free_Text],$,$
29280,16,0,0,0,Sampling,Lấy mẫu,Sampling,Lấy mẫu
29281,16,2,0,0,Type,Phân loại,Type,Phân loại
29282,16,2,1,0,Biopsy,Sinh thiết,Biopsy,Sinh thiết
29283,16,2,2,0,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh
29284,16,2,3,0,complete piecemeal removal ,Hoàn thành loại bỏ từng phần,complete piecemeal removal ,Hoàn thành loại bỏ từng phần
29285,16,2,4,0,En-bloc removal,loại bỏ en-bloc,En-bloc removal,loại bỏ en-bloc
29286,16,3,0,0,Number of sampling,Số lần lấy mẫu,Number of sampling,Số lần lấy mẫu
29287,16,3,1,0,[Free_Text],[Free_Text],$,$
29288,17,0,0,0,Sampling,Lấy mẫu,Sampling,Lấy mẫu
29289,17,2,0,0,Type,Phân loại,Type,Phân loại
29290,17,2,1,0,Biopsy,Sinh thiết,Biopsy,Sinh thiết
29291,17,2,2,0,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh,incomplete piecemeal removal,Loại bỏ mảnh vụn không hoàn chỉnh
29292,17,2,3,0,complete piecemeal removal ,Hoàn thành loại bỏ từng phần,complete piecemeal removal ,Hoàn thành loại bỏ từng phần
29293,17,2,4,0,En-bloc removal,loại bỏ en-bloc,En-bloc removal,loại bỏ en-bloc
29294,17,3,0,0,Number of sampling,Số lần lấy mẫu,Number of sampling,Số lần lấy mẫu
29295,17,3,1,0,[Free_Text],[Free_Text],$,$
29296,14,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29297,14,2,0,0,Device,Thiết bị,Device,Thiết bị
29298,14,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29299,14,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29300,14,3,0,0,Result,Kết quả,Result,Kết quả
29301,14,3,1,0,Success,Thành công,Success,Thành công
29302,14,3,2,0,Failure,Thất bại,Failure,Thất bại
29303,15,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29304,15,2,0,0,Device,Thiết bị,Device,Thiết bị
29305,15,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29306,15,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29307,15,3,0,0,Result,Kết quả,Result,Kết quả
29308,15,3,1,0,Success,Thành công,Success,Thành công
29309,15,3,2,0,Failure,Thất bại,Failure,Thất bại
29310,16,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29311,16,2,0,0,Device,Thiết bị,Device,Thiết bị
29312,16,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29313,16,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29314,16,3,0,0,Result,Kết quả,Result,Kết quả
29315,16,3,1,0,Success,Thành công,Success,Thành công
29316,16,3,2,0,Failure,Thất bại,Failure,Thất bại
29317,17,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29318,17,2,0,0,Device,Thiết bị,Device,Thiết bị
29319,17,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29320,17,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29321,17,3,0,0,Result,Kết quả,Result,Kết quả
29322,17,3,1,0,Success,Thành công,Success,Thành công
29323,17,3,2,0,Failure,Thất bại,Failure,Thất bại
29324,14,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29325,14,2,0,0,Device,Thiết bị,Device,Thiết bị
29326,14,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29327,14,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29328,14,3,0,0,Result,Kết quả,Result,Kết quả
29329,14,3,1,0,Success,Thành công,Success,Thành công
29330,14,3,2,0,Failure,Thất bại,Failure,Thất bại
29331,15,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29332,15,2,0,0,Device,Thiết bị,Device,Thiết bị
29333,15,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29334,15,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29335,15,3,0,0,Result,Kết quả,Result,Kết quả
29336,15,3,1,0,Success,Thành công,Success,Thành công
29337,15,3,2,0,Failure,Thất bại,Failure,Thất bại
29338,16,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29339,16,2,0,0,Device,Thiết bị,Device,Thiết bị
29340,16,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29341,16,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29342,16,3,0,0,Result,Kết quả,Result,Kết quả
29343,16,3,1,0,Success,Thành công,Success,Thành công
29344,16,3,2,0,Failure,Thất bại,Failure,Thất bại
29345,17,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29346,17,2,0,0,Device,Thiết bị,Device,Thiết bị
29347,17,2,1,0,Bipolar probe,Đầu dò lưỡng cực,Bipolar probe,Đầu dò lưỡng cực
29348,17,2,2,0,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps,Coagrasper forceps
29349,17,3,0,0,Result,Kết quả,Result,Kết quả
29350,17,3,1,0,Success,Thành công,Success,Thành công
29351,17,3,2,0,Failure,Thất bại,Failure,Thất bại
29352,1019,0,0,0,Contact thermal therapy,Liệu pháp tiếp nhiệt,Contact thermal therapy,Liệu pháp tiếp nhiệt
29353,1019,2,0,0,Device,Thiết bị,Device,Thiết bị
